transaction_id,product,category,region,customer,year,month,quantity,unit_price,revenue,cost,profit,sales
TXN000689,Router,Networking,North,Customer_0375,2021,12,66,110.16,7270.84,4439.05,2831.79,7270.84
TXN000697,Keyboard,Electronics,West,Customer_0336,2021,12,24,49.64,1191.26,756.4,434.86,1191.26
TXN000712,Speakers,Electronics,South,Customer_0420,2021,12,14,168.12,2353.66,1633.42,720.24,2353.66
TXN000781,Router,Computers,Central,Customer_0471,2021,12,56,116.93,6547.8,3766.24,2781.56,6547.8
TXN000818,Printer,Computers,Central,Customer_0367,2021,12,74,203.39,15050.84,7894.45,7156.39,15050.84
TXN001002,Mouse,Computers,North,Customer_0455,2021,12,86,24.64,2118.69,1346.51,772.18,2118.69
TXN001057,Modem,Electronics,South,Customer_0181,2021,12,26,81.58,2121.06,1221.52,899.54,2121.06
TXN001060,Smartphone,Audio,East,Customer_0452,2021,12,23,686.22,15783.07,9522.29,6260.77,15783.07
TXN001091,Modem,Audio,South,Customer_0027,2021,12,47,92.08,4327.59,2537.12,1790.46,4327.59
TXN001165,Desktop,Networking,West,Customer_0080,2021,12,15,915.37,13730.57,6996.7,6733.88,13730.57
TXN001195,Mouse,Audio,South,Customer_0178,2021,12,64,24.94,1596.26,920.23,676.02,1596.26
TXN001429,Mouse,Audio,North,Customer_0200,2021,12,5,34.85,174.27,100.2,74.08,174.27
TXN001485,Printer,Computers,North,Customer_0424,2021,12,15,221.49,3322.38,1718.17,1604.21,3322.38
TXN001557,Desktop,Storage,East,Customer_0134,2021,12,46,884.15,40670.84,28389.85,12280.99,40670.84
TXN001590,Smartphone,Networking,West,Customer_0364,2021,12,67,645.06,43219.15,28010.83,15208.32,43219.15
TXN001684,Headphones,Storage,North,Customer_0141,2021,12,66,93.49,6170.09,4231.19,1938.9,6170.09
TXN001736,Keyboard,Computers,West,Customer_0150,2021,12,60,41.85,2511.18,1428.84,1082.34,2511.18
TXN001874,Printer,Accessories,West,Customer_0188,2021,12,29,190.23,5516.74,3240.85,2275.89,5516.74
TXN001969,Monitor,Electronics,North,Customer_0323,2021,12,62,333.88,20700.41,13326.83,7373.58,20700.41
TXN001993,Keyboard,Electronics,East,Customer_0170,2021,12,68,58.67,3989.57,2748.22,1241.35,3989.57
TXN002020,Speakers,Storage,South,Customer_0252,2021,12,11,172.93,1902.26,1219.22,683.03,1902.26
TXN002060,Headphones,Accessories,West,Customer_0434,2021,12,44,104.11,4580.98,3006.36,1574.62,4580.98
TXN002063,Tablet,Accessories,East,Customer_0072,2021,12,37,467.72,17305.81,9222.39,8083.42,17305.81
TXN002070,Monitor,Audio,North,Customer_0297,2021,12,6,337.39,2024.36,1075.53,948.83,2024.36
TXN002082,Smartphone,Electronics,East,Customer_0487,2021,12,94,537.82,50554.72,32296.05,18258.67,50554.72
TXN002129,Mouse,Accessories,South,Customer_0071,2021,12,90,26.62,2395.4,1666.94,728.46,2395.4
TXN002163,Hard Drive,Computers,West,Customer_0309,2021,12,84,96.93,8142.05,4079.48,4062.57,8142.05
TXN002189,Smartphone,Computers,West,Customer_0344,2021,12,49,644.78,31594.02,18368.22,13225.8,31594.02
TXN002226,Webcam,Audio,Central,Customer_0050,2021,12,15,88.38,1325.7,725.74,599.96,1325.7
TXN002252,Modem,Networking,South,Customer_0041,2021,12,78,76.66,5979.86,3142.17,2837.7,5979.86
TXN002334,Keyboard,Computers,South,Customer_0292,2021,12,34,52.81,1795.62,1223.41,572.21,1795.62
TXN002352,Mouse,Audio,North,Customer_0400,2021,12,45,24.22,1089.69,735.87,353.82,1089.69
TXN002401,Laptop,Networking,West,Customer_0350,2021,12,74,797.86,59041.55,30369.77,28671.78,59041.55
TXN002465,Mouse,Accessories,Central,Customer_0344,2021,12,40,30.12,1204.88,824.22,380.65,1204.88
TXN002471,Scanner,Networking,East,Customer_0029,2021,12,11,162.93,1792.27,915.99,876.28,1792.27
TXN002499,Keyboard,Computers,North,Customer_0125,2021,12,61,46.25,2821.47,1525.71,1295.77,2821.47
TXN002509,Laptop,Electronics,West,Customer_0427,2021,12,73,753.28,54989.36,33332.17,21657.19,54989.36
TXN002538,Headphones,Accessories,North,Customer_0369,2021,12,75,92.83,6961.89,3494.5,3467.38,6961.89
TXN002586,Speakers,Audio,Central,Customer_0425,2021,12,93,159.37,14821.71,9993.03,4828.68,14821.71
TXN002706,Webcam,Accessories,North,Customer_0377,2021,12,91,65.52,5962.18,3839.33,2122.85,5962.18
TXN002733,Monitor,Audio,South,Customer_0171,2021,12,40,257.87,10314.8,7095.74,3219.06,10314.8
TXN002747,Keyboard,Electronics,West,Customer_0190,2021,12,28,56.2,1573.51,1088.52,484.99,1573.51
TXN002802,Speakers,Storage,East,Customer_0445,2021,12,65,167.34,10876.99,5803.8,5073.19,10876.99
TXN002843,Mouse,Storage,Central,Customer_0294,2021,12,13,34.2,444.57,291.34,153.23,444.57
TXN002871,Hard Drive,Accessories,Central,Customer_0099,2021,12,92,98.33,9046.37,4559.49,4486.88,9046.37
TXN002893,Speakers,Computers,East,Customer_0011,2021,12,67,124.53,8343.56,4201.88,4141.68,8343.56
TXN002912,Hard Drive,Electronics,Central,Customer_0084,2021,12,70,122.86,8599.96,5343.43,3256.52,8599.96
TXN002948,Webcam,Storage,South,Customer_0500,2021,12,71,72.27,5131.44,3180.22,1951.22,5131.44
TXN003055,Scanner,Electronics,East,Customer_0197,2021,12,63,162.14,10214.51,6451.21,3763.29,10214.51
TXN003057,Router,Electronics,South,Customer_0387,2021,12,31,95.38,2956.88,1579.51,1377.37,2956.88
TXN003136,Monitor,Audio,Central,Customer_0029,2021,12,8,323.13,2585.02,1457.58,1127.44,2585.02
TXN003157,Scanner,Networking,West,Customer_0038,2021,12,99,129.95,12864.98,7874.26,4990.72,12864.98
TXN003159,Router,Storage,West,Customer_0457,2021,12,91,94.04,8557.93,4512.3,4045.63,8557.93
TXN003352,Scanner,Storage,North,Customer_0398,2021,12,2,127.02,254.04,177.5,76.54,254.04
TXN003393,Laptop,Networking,East,Customer_0281,2021,12,72,712.38,51291.22,29116.4,22174.82,51291.22
TXN003398,Laptop,Storage,West,Customer_0394,2021,12,48,847.46,40678.07,24393.39,16284.68,40678.07
TXN003411,Monitor,Storage,East,Customer_0313,2021,12,100,247.18,24717.96,15050.63,9667.33,24717.96
TXN003631,Speakers,Networking,Central,Customer_0357,2021,12,3,172.75,518.25,358.56,159.69,518.25
TXN003661,Scanner,Storage,West,Customer_0213,2021,12,91,176.83,16091.67,10470.24,5621.43,16091.67
TXN003666,Desktop,Networking,East,Customer_0056,2021,12,50,916.36,45817.88,31303.07,14514.81,45817.88
TXN003689,Speakers,Computers,South,Customer_0471,2021,12,27,122.06,3295.55,1866.73,1428.82,3295.55
TXN003813,Tablet,Storage,East,Customer_0241,2021,12,59,338.75,19986.02,10795.28,9190.74,19986.02
TXN003829,Webcam,Electronics,South,Customer_0032,2021,12,47,65.73,3089.41,1573.06,1516.35,3089.41
TXN003882,Mouse,Computers,Central,Customer_0051,2021,12,68,29.89,2032.84,1307.84,725.0,2032.84
TXN003930,Webcam,Storage,North,Customer_0186,2021,12,72,84.82,6107.08,3292.57,2814.51,6107.08
TXN003931,Headphones,Electronics,North,Customer_0420,2021,12,91,97.57,8878.64,5278.47,3600.17,8878.64
TXN003945,Headphones,Storage,West,Customer_0330,2021,12,2,81.06,162.13,111.58,50.55,162.13
TXN004016,Hard Drive,Networking,Central,Customer_0331,2021,12,89,96.39,8578.43,4782.57,3795.86,8578.43
TXN004018,Laptop,Storage,East,Customer_0032,2021,12,51,844.05,43046.58,25589.31,17457.28,43046.58
TXN004050,Printer,Computers,South,Customer_0386,2021,12,28,221.1,6190.67,3661.48,2529.2,6190.67
TXN004170,Webcam,Computers,West,Customer_0210,2021,12,54,83.01,4482.52,2572.94,1909.58,4482.52
TXN004180,Scanner,Computers,Central,Customer_0370,2021,12,67,153.75,10301.53,6880.09,3421.44,10301.53
TXN004217,Desktop,Computers,North,Customer_0435,2021,12,76,819.51,62282.62,39659.4,22623.22,62282.62
TXN004233,Scanner,Storage,South,Customer_0071,2021,12,38,175.35,6663.47,3895.67,2767.8,6663.47
TXN004234,Tablet,Accessories,East,Customer_0074,2021,12,91,475.92,43308.98,27519.23,15789.75,43308.98
TXN004278,Desktop,Computers,East,Customer_0444,2021,12,47,1080.39,50778.29,30694.65,20083.63,50778.29
TXN004350,Monitor,Computers,South,Customer_0032,2021,12,90,318.89,28699.92,17209.93,11489.99,28699.92
TXN004378,Modem,Electronics,South,Customer_0422,2021,12,17,86.29,1466.95,882.34,584.61,1466.95
TXN004404,Monitor,Audio,East,Customer_0309,2021,12,65,298.31,19389.85,10039.65,9350.2,19389.85
TXN004547,Smartphone,Electronics,Central,Customer_0121,2021,12,51,600.23,30611.59,16740.29,13871.3,30611.59
TXN004591,Smartphone,Accessories,West,Customer_0018,2021,12,26,717.8,18662.77,10855.1,7807.67,18662.77
TXN004651,Modem,Electronics,East,Customer_0331,2021,12,51,84.49,4309.13,2551.1,1758.03,4309.13
TXN004664,Printer,Audio,North,Customer_0412,2021,12,10,186.16,1861.62,1102.14,759.48,1861.62
TXN004693,Keyboard,Electronics,North,Customer_0274,2021,12,53,49.72,2635.27,1815.54,819.73,2635.27
TXN004748,Hard Drive,Networking,Central,Customer_0308,2021,12,68,107.8,7330.12,5085.41,2244.7,7330.12
TXN004847,Hard Drive,Computers,Central,Customer_0014,2021,12,80,129.59,10367.03,6225.86,4141.17,10367.03
TXN004919,Headphones,Networking,South,Customer_0499,2021,12,50,118.77,5938.69,3627.3,2311.39,5938.69
TXN004950,Tablet,Networking,West,Customer_0216,2021,12,98,471.71,46227.88,31912.07,14315.81,46227.88
TXN005053,Scanner,Audio,North,Customer_0340,2021,12,83,174.89,14515.63,9047.93,5467.71,14515.63
TXN005060,Printer,Networking,Central,Customer_0453,2021,12,81,182.81,14807.63,10044.79,4762.84,14807.63
TXN005068,Speakers,Electronics,East,Customer_0045,2021,12,41,135.86,5570.22,3381.97,2188.25,5570.22
TXN005095,Smartphone,Electronics,North,Customer_0140,2021,12,24,570.66,13695.79,7713.51,5982.28,13695.79
TXN005151,Modem,Storage,East,Customer_0295,2021,12,96,78.17,7503.93,4189.75,3314.18,7503.93
TXN005214,Printer,Computers,West,Customer_0470,2021,12,58,161.79,9383.69,5024.38,4359.31,9383.69
TXN005300,Modem,Accessories,South,Customer_0292,2021,12,95,78.75,7481.12,4968.77,2512.35,7481.12
TXN005304,Hard Drive,Computers,North,Customer_0449,2021,12,96,109.95,10555.36,5914.92,4640.44,10555.36
TXN005306,Router,Networking,East,Customer_0482,2021,12,86,92.52,7956.83,4719.19,3237.64,7956.83
TXN005327,Keyboard,Electronics,South,Customer_0287,2021,12,44,54.9,2415.4,1239.78,1175.62,2415.4
TXN005397,Mouse,Electronics,North,Customer_0395,2021,12,73,33.85,2470.97,1504.24,966.72,2470.97
TXN005577,Smartphone,Networking,North,Customer_0178,2021,12,96,669.67,64288.58,34050.42,30238.16,64288.58
TXN005646,Keyboard,Accessories,East,Customer_0129,2021,12,3,45.3,135.91,81.74,54.18,135.91
TXN005665,Printer,Storage,South,Customer_0324,2021,12,40,162.07,6482.8,4383.64,2099.15,6482.8
TXN005681,Desktop,Networking,South,Customer_0008,2021,12,39,945.35,36868.65,18824.22,18044.44,36868.65
TXN005713,Speakers,Networking,East,Customer_0281,2021,12,22,165.96,3651.07,2318.05,1333.02,3651.07
TXN005728,Mouse,Accessories,West,Customer_0282,2021,12,47,30.33,1425.29,814.15,611.14,1425.29
TXN005742,Tablet,Accessories,North,Customer_0232,2021,12,50,381.34,19067.17,9755.61,9311.56,19067.17
TXN005777,Laptop,Audio,Central,Customer_0109,2021,12,1,928.59,928.59,604.7,323.89,928.59
TXN005805,Laptop,Storage,West,Customer_0422,2021,12,15,721.73,10825.93,6473.43,4352.5,10825.93
TXN005858,Tablet,Networking,Central,Customer_0274,2021,12,94,428.33,40262.89,20636.41,19626.48,40262.89
TXN005891,Monitor,Computers,Central,Customer_0281,2021,12,84,316.75,26607.13,13689.46,12917.68,26607.13
TXN005992,Monitor,Electronics,North,Customer_0391,2021,12,30,295.15,8854.44,5029.39,3825.05,8854.44
TXN006030,Keyboard,Computers,North,Customer_0378,2021,12,99,46.03,4556.7,2506.73,2049.97,4556.7
TXN006064,Monitor,Networking,East,Customer_0227,2021,12,9,292.87,2635.81,1837.93,797.88,2635.81
TXN006089,Laptop,Computers,Central,Customer_0127,2021,12,12,761.66,9139.92,5526.21,3613.71,9139.92
TXN006118,Router,Accessories,South,Customer_0070,2021,12,60,117.86,7071.3,4740.68,2330.62,7071.3
TXN006123,Speakers,Electronics,North,Customer_0447,2021,12,11,169.44,1863.83,1085.77,778.06,1863.83
TXN006169,Router,Audio,Central,Customer_0377,2021,12,65,116.31,7560.18,5128.15,2432.03,7560.18
TXN006171,Scanner,Audio,South,Customer_0176,2021,12,100,137.06,13706.13,8868.77,4837.36,13706.13
TXN006173,Hard Drive,Storage,Central,Customer_0456,2021,12,14,139.62,1954.64,1221.73,732.91,1954.64
TXN006183,Printer,Accessories,East,Customer_0154,2021,12,99,217.97,21578.55,14573.24,7005.31,21578.55
TXN006204,Monitor,Accessories,East,Customer_0298,2021,12,37,334.62,12380.85,8637.72,3743.14,12380.85
TXN006205,Tablet,Audio,South,Customer_0306,2021,12,45,434.17,19537.67,11673.79,7863.88,19537.67
TXN006269,Modem,Electronics,West,Customer_0248,2021,12,35,78.95,2763.33,1824.99,938.34,2763.33
TXN006372,Modem,Audio,East,Customer_0005,2021,12,72,64.09,4614.72,3203.71,1411.01,4614.72
TXN006423,Speakers,Audio,South,Customer_0414,2021,12,94,140.82,13237.39,7964.43,5272.96,13237.39
TXN006480,Hard Drive,Computers,South,Customer_0485,2021,12,35,139.25,4873.86,2834.13,2039.73,4873.86
TXN006564,Scanner,Computers,Central,Customer_0019,2021,12,33,121.33,4003.78,2136.27,1867.51,4003.78
TXN006646,Speakers,Networking,West,Customer_0370,2021,12,12,132.9,1594.83,1050.87,543.97,1594.83
TXN006651,Printer,Audio,West,Customer_0173,2021,12,29,231.12,6702.49,4690.07,2012.42,6702.49
TXN006704,Modem,Storage,East,Customer_0101,2021,12,1,95.78,95.78,61.88,33.9,95.78
TXN006764,Speakers,Accessories,West,Customer_0467,2021,12,21,148.83,3125.5,1975.47,1150.03,3125.5
TXN006938,Scanner,Storage,North,Customer_0367,2021,12,1,150.45,150.45,88.85,61.59,150.45
TXN006982,Keyboard,Electronics,Central,Customer_0152,2021,12,42,58.07,2438.86,1462.23,976.62,2438.86
TXN007017,Modem,Networking,South,Customer_0031,2021,12,51,85.14,4342.33,2338.36,2003.96,4342.33
TXN007022,Router,Electronics,East,Customer_0246,2021,12,26,111.76,2905.85,1506.62,1399.23,2905.85
TXN007035,Laptop,Accessories,West,Customer_0161,2021,12,73,682.84,49847.4,31184.4,18663.0,49847.4
TXN007095,Headphones,Electronics,West,Customer_0254,2021,12,6,99.07,594.44,399.85,194.59,594.44
TXN007193,Webcam,Audio,South,Customer_0361,2021,12,59,80.54,4752.02,2993.18,1758.85,4752.02
TXN007309,Monitor,Storage,South,Customer_0141,2021,12,44,288.88,12710.61,8155.52,4555.09,12710.61
TXN007375,Hard Drive,Storage,West,Customer_0413,2021,12,47,108.27,5088.69,3317.49,1771.21,5088.69
TXN007436,Hard Drive,Storage,West,Customer_0357,2021,12,84,103.02,8653.89,5880.97,2772.93,8653.89
TXN007448,Monitor,Computers,East,Customer_0011,2021,12,20,259.73,5194.62,3138.36,2056.26,5194.62
TXN007451,Speakers,Networking,Central,Customer_0390,2021,12,65,152.29,9898.55,6754.64,3143.91,9898.55
TXN007459,Smartphone,Electronics,Central,Customer_0120,2021,12,87,693.5,60334.55,34508.79,25825.76,60334.55
TXN007705,Headphones,Audio,South,Customer_0270,2021,12,35,119.46,4181.14,2920.4,1260.74,4181.14
TXN007708,Keyboard,Computers,West,Customer_0498,2021,12,49,42.88,2101.34,1062.86,1038.48,2101.34
TXN007832,Speakers,Computers,South,Customer_0094,2021,12,80,132.5,10600.39,6478.09,4122.3,10600.39
TXN007908,Modem,Networking,East,Customer_0472,2021,12,90,68.57,6171.61,3937.04,2234.58,6171.61
TXN007924,Laptop,Storage,North,Customer_0030,2021,12,81,779.51,63140.37,33897.54,29242.83,63140.37
TXN007955,Smartphone,Accessories,East,Customer_0407,2021,12,3,493.71,1481.14,996.22,484.92,1481.14
TXN007956,Mouse,Accessories,West,Customer_0090,2021,12,46,25.08,1153.69,627.39,526.3,1153.69
TXN007978,Webcam,Networking,North,Customer_0443,2021,12,44,90.31,3973.74,2253.52,1720.22,3973.74
TXN008007,Monitor,Electronics,North,Customer_0174,2021,12,59,243.68,14377.05,8035.85,6341.2,14377.05
TXN008015,Laptop,Networking,South,Customer_0267,2021,12,14,730.99,10233.9,6513.29,3720.61,10233.9
TXN008019,Tablet,Accessories,North,Customer_0035,2021,12,87,398.09,34634.05,18376.53,16257.52,34634.05
TXN008081,Webcam,Electronics,East,Customer_0143,2021,12,38,66.46,2525.49,1710.9,814.6,2525.49
TXN008103,Webcam,Computers,South,Customer_0153,2021,12,17,95.67,1626.35,829.39,796.96,1626.35
TXN008104,Modem,Audio,Central,Customer_0340,2021,12,14,69.25,969.45,572.76,396.69,969.45
TXN008196,Hard Drive,Electronics,West,Customer_0189,2021,12,4,99.43,397.72,234.97,162.75,397.72
TXN008209,Modem,Networking,West,Customer_0484,2021,12,48,66.06,3171.08,1705.08,1466.0,3171.08
TXN008253,Scanner,Electronics,West,Customer_0021,2021,12,26,141.39,3676.03,2075.8,1600.23,3676.03
TXN008302,Hard Drive,Accessories,East,Customer_0055,2021,12,56,128.82,7213.88,4814.6,2399.28,7213.88
TXN008340,Keyboard,Audio,West,Customer_0066,2021,12,62,59.78,3706.39,2017.82,1688.57,3706.39
TXN008353,Monitor,Computers,West,Customer_0301,2021,12,36,299.4,10778.58,6318.26,4460.31,10778.58
TXN008379,Headphones,Storage,North,Customer_0367,2021,12,68,117.08,7961.45,5290.48,2670.97,7961.45
TXN008386,Speakers,Networking,South,Customer_0127,2021,12,31,137.79,4271.53,2445.5,1826.03,4271.53
TXN008392,Monitor,Electronics,East,Customer_0464,2021,12,14,319.04,4466.6,2483.94,1982.66,4466.6
TXN008505,Mouse,Networking,East,Customer_0472,2021,12,31,28.62,887.21,562.02,325.19,887.21
TXN008519,Desktop,Networking,South,Customer_0230,2021,12,28,1027.49,28769.78,14931.62,13838.15,28769.78
TXN008726,Modem,Audio,South,Customer_0119,2021,12,23,68.97,1586.34,836.41,749.92,1586.34
TXN008794,Headphones,Computers,South,Customer_0174,2021,12,55,85.37,4695.45,3215.52,1479.93,4695.45
TXN008873,Tablet,Computers,Central,Customer_0494,2021,12,29,451.89,13104.87,8098.3,5006.57,13104.87
TXN008900,Headphones,Accessories,North,Customer_0141,2021,12,19,110.12,2092.23,1137.99,954.24,2092.23
TXN008907,Smartphone,Computers,West,Customer_0396,2021,12,30,502.77,15083.12,7554.66,7528.46,15083.12
TXN009058,Keyboard,Networking,East,Customer_0173,2021,12,75,48.54,3640.14,2146.2,1493.95,3640.14
TXN009091,Laptop,Computers,North,Customer_0301,2021,12,65,791.94,51476.14,34299.54,17176.61,51476.14
TXN009095,Speakers,Audio,Central,Customer_0282,2021,12,65,123.19,8007.44,4918.21,3089.23,8007.44
TXN009150,Mouse,Networking,South,Customer_0241,2021,12,49,33.07,1620.29,1054.87,565.42,1620.29
TXN009170,Desktop,Electronics,Central,Customer_0342,2021,12,25,1122.89,28072.26,19327.2,8745.06,28072.26
TXN009188,Scanner,Networking,South,Customer_0434,2021,12,15,136.56,2048.4,1127.3,921.1,2048.4
TXN009255,Tablet,Electronics,Central,Customer_0265,2021,12,98,330.26,32365.79,17935.62,14430.18,32365.79
TXN009269,Smartphone,Audio,South,Customer_0233,2021,12,21,679.04,14259.82,7138.8,7121.02,14259.82
TXN009270,Hard Drive,Audio,East,Customer_0343,2021,12,67,120.98,8105.93,5177.02,2928.9,8105.93
TXN009542,Keyboard,Computers,South,Customer_0404,2021,12,17,43.74,743.56,480.12,263.45,743.56
TXN009593,Webcam,Storage,Central,Customer_0322,2021,12,88,83.0,7304.22,5065.29,2238.93,7304.22
TXN009706,Hard Drive,Accessories,North,Customer_0145,2021,12,69,141.67,9775.45,5043.67,4731.78,9775.45
TXN009710,Smartphone,Storage,East,Customer_0015,2021,12,61,492.5,30042.69,19646.26,10396.43,30042.69
TXN009807,Router,Audio,Central,Customer_0458,2021,12,43,92.87,3993.62,2636.48,1357.14,3993.62
TXN009856,Mouse,Computers,South,Customer_0386,2021,12,82,31.26,2563.46,1682.89,880.57,2563.46
TXN009917,Scanner,Computers,East,Customer_0086,2021,12,80,136.26,10900.64,5666.89,5233.75,10900.64
TXN009935,Webcam,Audio,Central,Customer_0131,2021,12,1,77.84,77.84,51.31,26.53,77.84
TXN009941,Keyboard,Audio,Central,Customer_0233,2021,12,86,42.16,3625.54,1874.05,1751.49,3625.54
TXN009984,Monitor,Storage,South,Customer_0454,2021,12,14,252.41,3533.7,1791.09,1742.61,3533.7
TXN000003,Printer,Audio,East,Customer_0211,2022,1,83,221.06,18348.14,10269.95,8078.19,18348.14
TXN000024,Desktop,Audio,West,Customer_0413,2022,1,38,885.06,33632.38,20259.41,13372.97,33632.38
TXN000041,Webcam,Computers,East,Customer_0182,2022,1,82,78.23,6415.14,3350.09,3065.06,6415.14
TXN000160,Router,Computers,Central,Customer_0412,2022,1,78,110.52,8620.33,5281.81,3338.52,8620.33
TXN000162,Router,Electronics,Central,Customer_0101,2022,1,51,118.77,6057.15,3872.02,2185.13,6057.15
TXN000195,Desktop,Networking,Central,Customer_0031,2022,1,84,823.15,69144.47,41585.56,27558.9,69144.47
TXN000222,Modem,Networking,East,Customer_0472,2022,1,41,72.98,2992.37,1674.42,1317.95,2992.37
TXN000249,Smartphone,Accessories,West,Customer_0065,2022,1,60,615.24,36914.37,19183.06,17731.31,36914.37
TXN000294,Mouse,Computers,West,Customer_0277,2022,1,100,31.32,3131.83,1579.91,1551.92,3131.83
TXN000308,Hard Drive,Networking,West,Customer_0297,2022,1,23,113.55,2611.55,1327.45,1284.09,2611.55
TXN000381,Laptop,Computers,West,Customer_0278,2022,1,67,902.01,60434.42,32245.83,28188.59,60434.42
TXN000384,Keyboard,Audio,South,Customer_0244,2022,1,77,52.79,4065.0,2613.46,1451.54,4065.0
TXN000434,Mouse,Audio,West,Customer_0249,2022,1,55,31.45,1729.95,1130.99,598.97,1729.95
TXN000510,Tablet,Audio,West,Customer_0086,2022,1,35,381.73,13360.6,8917.37,4443.22,13360.6
TXN000581,Tablet,Storage,North,Customer_0127,2022,1,75,427.09,32031.65,19834.64,12197.01,32031.65
TXN000616,Scanner,Computers,South,Customer_0217,2022,1,64,123.85,7926.6,4932.77,2993.83,7926.6
TXN000687,Desktop,Accessories,North,Customer_0262,2022,1,79,856.28,67646.43,42507.08,25139.35,67646.43
TXN000787,Headphones,Storage,South,Customer_0093,2022,1,5,81.09,405.44,283.37,122.07,405.44
TXN000797,Headphones,Networking,North,Customer_0074,2022,1,21,117.32,2463.74,1624.34,839.4,2463.74
TXN000799,Webcam,Audio,North,Customer_0199,2022,1,26,81.36,2115.47,1143.15,972.32,2115.47
TXN000843,Router,Networking,South,Customer_0236,2022,1,81,85.63,6936.27,4117.77,2818.5,6936.27
TXN000857,Keyboard,Accessories,Central,Customer_0204,2022,1,94,48.1,4521.02,2995.5,1525.53,4521.02
TXN000875,Printer,Networking,East,Customer_0394,2022,1,90,210.49,18944.36,11867.25,7077.12,18944.36
TXN000961,Laptop,Electronics,West,Customer_0123,2022,1,95,875.99,83219.07,42610.09,40608.97,83219.07
TXN000968,Speakers,Electronics,West,Customer_0068,2022,1,38,140.68,5345.96,3116.58,2229.38,5345.96
TXN000998,Mouse,Networking,East,Customer_0047,2022,1,81,31.48,2549.63,1456.74,1092.88,2549.63
TXN001033,Smartphone,Storage,North,Customer_0414,2022,1,69,688.2,47485.93,31475.38,16010.55,47485.93
TXN001036,Keyboard,Electronics,North,Customer_0122,2022,1,50,47.73,2386.47,1570.84,815.63,2386.47
TXN001051,Scanner,Networking,South,Customer_0010,2022,1,38,159.99,6079.5,3433.84,2645.66,6079.5
TXN001072,Smartphone,Electronics,Central,Customer_0352,2022,1,48,571.71,27442.05,15994.58,11447.46,27442.05
TXN001082,Headphones,Storage,South,Customer_0368,2022,1,90,103.45,9310.9,6226.39,3084.51,9310.9
TXN001112,Speakers,Audio,East,Customer_0070,2022,1,86,138.24,11888.29,8268.25,3620.04,11888.29
TXN001169,Printer,Computers,South,Customer_0129,2022,1,39,173.38,6761.77,3910.02,2851.75,6761.77
TXN001182,Keyboard,Accessories,North,Customer_0227,2022,1,58,50.46,2926.49,2018.42,908.07,2926.49
TXN001186,Tablet,Computers,Central,Customer_0267,2022,1,58,383.82,22261.47,12321.64,9939.83,22261.47
TXN001285,Keyboard,Storage,North,Customer_0210,2022,1,26,44.59,1159.26,739.05,420.21,1159.26
TXN001300,Scanner,Electronics,North,Customer_0031,2022,1,46,153.63,7066.92,4888.5,2178.42,7066.92
TXN001414,Speakers,Accessories,North,Customer_0239,2022,1,24,144.16,3459.74,2027.4,1432.34,3459.74
TXN001431,Printer,Networking,North,Customer_0238,2022,1,54,177.78,9599.94,6073.75,3526.2,9599.94
TXN001589,Tablet,Storage,East,Customer_0312,2022,1,33,367.88,12140.13,7885.0,4255.13,12140.13
TXN001657,Mouse,Accessories,South,Customer_0078,2022,1,88,32.02,2817.78,1835.32,982.46,2817.78
TXN001694,Speakers,Networking,West,Customer_0031,2022,1,60,150.04,9002.43,6064.65,2937.78,9002.43
TXN001725,Tablet,Computers,West,Customer_0072,2022,1,99,456.67,45210.43,26014.82,19195.61,45210.43
TXN001760,Monitor,Networking,South,Customer_0393,2022,1,21,301.91,6340.09,4174.88,2165.21,6340.09
TXN001767,Keyboard,Accessories,East,Customer_0062,2022,1,48,46.48,2230.97,1394.65,836.32,2230.97
TXN001770,Speakers,Accessories,East,Customer_0443,2022,1,11,130.02,1430.17,857.43,572.74,1430.17
TXN001800,Monitor,Electronics,South,Customer_0288,2022,1,67,293.74,19680.55,13209.07,6471.49,19680.55
TXN001808,Printer,Accessories,Central,Customer_0032,2022,1,63,183.39,11553.51,6210.28,5343.23,11553.51
TXN001850,Desktop,Storage,West,Customer_0272,2022,1,7,1118.41,7828.89,4581.68,3247.21,7828.89
TXN001879,Webcam,Audio,East,Customer_0228,2022,1,31,64.59,2002.28,1379.39,622.89,2002.28
TXN001909,Monitor,Networking,South,Customer_0124,2022,1,25,343.86,8596.6,5394.96,3201.65,8596.6
TXN001928,Laptop,Networking,West,Customer_0421,2022,1,63,694.73,43767.71,25148.23,18619.48,43767.71
TXN001968,Keyboard,Audio,Central,Customer_0118,2022,1,13,45.55,592.2,384.42,207.78,592.2
TXN002002,Keyboard,Electronics,Central,Customer_0211,2022,1,45,52.69,2371.21,1284.13,1087.08,2371.21
TXN002037,Headphones,Storage,West,Customer_0259,2022,1,73,101.39,7401.73,5154.15,2247.57,7401.73
TXN002067,Keyboard,Accessories,East,Customer_0122,2022,1,77,57.18,4403.11,2450.44,1952.67,4403.11
TXN002090,Tablet,Storage,South,Customer_0096,2022,1,16,388.27,6212.28,3876.28,2336.0,6212.28
TXN002094,Scanner,Accessories,South,Customer_0399,2022,1,87,167.92,14608.77,10170.98,4437.79,14608.77
TXN002121,Tablet,Storage,Central,Customer_0103,2022,1,70,325.12,22758.17,14581.78,8176.39,22758.17
TXN002148,Tablet,Networking,North,Customer_0131,2022,1,51,323.89,16518.29,11474.99,5043.3,16518.29
